Name	Taste	Reference	SMILES	Canonical SMILES	Sweet
4-Chlorophenyl phenyl sulfone	Tasteless	ToxNet	C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl	Clc1ccc(cc1)S(=O)(=O)c1ccccc1	False
MAGNESIUM STEARATE	Tasteless	ToxNet	CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]	CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]	False
BARIUM CARBONATE	Tasteless	ToxNet	C(=O)([O-])[O-].[Ba+2]	[O-]C(=O)[O-].[Ba+2]	False
bisacodyl	Tasteless	ToxNet	CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3	CC(=O)Oc1ccc(cc1)C(c1ccccn1)c1ccc(cc1)OC(=O)C	False
Trisenox	Tasteless	ToxNet	[O-2].[O-2].[O-2].[As+3].[As+3]	[O-2].[O-2].[O-2].[AsH3+3].[AsH3+3]	False
phenacemide	Tasteless	ToxNet	C1=CC=C(C=C1)CC(=O)NC(=O)N	O=C(Cc1ccccc1)NC(=O)N	False
Sodium hexafluorosilicate	Tasteless	ToxNet	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]	False
Hydrogen	Tasteless	ToxNet	[HH]	[H][H]	False
Butyl phthalyl butyl glycolate	Tasteless	ToxNet	CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC	CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC	False
VINYL ALCOHOL	Tasteless	ToxNet	C=CO	OC=C	False
furosemide	Tasteless	ToxNet	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N	False
metolazone	Tasteless	ToxNet	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl	CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N	False
Triolein	Tasteless	ToxNet	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	False
2,6-Di-tert-butyl-4-methylphenol	Tasteless	ToxNet	CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C	Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C	False
allantoin	Tasteless	ToxNet	C1(C(=O)NC(=O)N1)NC(=O)N	NC(=O)NC1NC(=O)NC1=O	False
hydrogen sulfide	Tasteless	ToxNet	S	S	False
Argentous cyanide	Tasteless	ToxNet	[C-]#N.[Ag+]	[C-]#N.[Ag+]	False
ethylestrenol	Tasteless	ToxNet	CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O	CC[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CCCC[C@H]12	False
Lauroyl peroxide	Tasteless	ToxNet	CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC	CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC	False
SULFUR HEXAFLUORIDE	Tasteless	ToxNet	FS(F)(F)(F)(F)F	FS(F)(F)(F)(F)F	False
Argon	Tasteless	ToxNet	[Ar]	[Ar]	False
6-aminohexanoic acid	Tasteless	ToxNet	C(CCC(=O)O)CCN	NCCCCCC(=O)O	False
droperidol	Tasteless	ToxNet	C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F	Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c(=O)[nH]c2c1cccc2	False
sulfasalazine	Tasteless	ToxNet	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O	OC(=O)C1=C/C(=N/Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)/C=CC1=O	False
Neon	Tasteless	ToxNet	[Ne]	[Ne]	False
BENZOYL PEROXIDE	Tasteless	ToxNet	C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2	O=C(c1ccccc1)OOC(=O)c1ccccc1	False
Nitrogen	Tasteless	ToxNet	N#N	N#N	False
DL-DOPA	Tasteless	ToxNet	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	OC(=O)C(Cc1ccc(c(c1)O)O)N	False
CALCIUM GLUCONATE	Tasteless	ToxNet	C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]	OC[C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.OC[C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.[Ca+2]	False
Mephobarbital	Tasteless	ToxNet	CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2	CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1	False
CALUSTERONE	Tasteless	ToxNet	C[C@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O)C	O=C1CC[C@]2(C(=C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C)C	False
Mercury(+2) Cation Diiodide	Tasteless	ToxNet	[I-].[I-].[Hg+2]	[I-].[I-].[Hg+2]	False
TRISTEARIN	Tasteless	ToxNet	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC	False
CARBROMAL	Tasteless	ToxNet	CCC(CC)(C(=O)NC(=O)N)Br	CCC(C(=O)NC(=O)N)(CC)Br	False
Lysergide	Tasteless	ToxNet	CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C	CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC	False
water	Tasteless	ToxNet	O	O	False
hexachlorophene	Tasteless	ToxNet	C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl	Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl	False
PHENOTHIAZINE	Tasteless	ToxNet	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	c1ccc2c(c1)Sc1c(N2)cccc1	False
bergapten	Bitter	Wiener et al. (2017) - Bitter-New	O=c(o1)ccc(c2OC)c1cc(c23)occ3	COc1c2ccc(=O)oc2cc2c1cco2	False
isopimpinellin	Bitter	Wiener et al. (2017) - Bitter-New	O=c(o1)ccc(c2OC)c1c(OC)c(c23)occ3	COc1c2ccc(=O)oc2c(c2c1cco2)OC	False
skimmianine	Bitter	Wiener et al. (2017) - Bitter-New	c1coc(c12)nc3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)nc1c(c2OC)cco1	False
skimmianine	Bitter	Wiener et al. (2017) - Bitter-New	c1coc(c12)[nH+]c3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)[nH+]c1c(c2OC)cco1	False
Allyl hexanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC(=O)OCC=C	CCCCCC(=O)OCC=C	True
DIMETHYL SUCCINATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC(=O)CCC(=O)OC	COC(=O)CCC(=O)OC	True
S-Ethyl thioacetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCSC(=O)C	CCSC(=O)C	True
Citronellyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OCCC(C)CCC=C(C)C	CCCC(=O)OCCC(CCC=C(C)C)C	True
3658-77-3	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1C(=O)C(=C(O1)C)O	CC1OC(=C(C1=O)O)C	True
Butyl acetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCOC(=O)C	CCCCOC(=O)C	True
104-09-6	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CC=C(C=C1)CC=O	O=CCc1ccc(cc1)C	True
Butyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCOC(=O)C(C)C	CCCCOC(=O)C(C)C	True
alpha-Angelica lactone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CCC(=O)O1	O=C1CC=C(O1)C	True
Maltol propionate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(=O)OC1=C(OC=CC1=O)C	CCC(=O)Oc1c(C)occc1=O	True
PENTYL BUTYRATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCOC(=O)CCC	CCCCCOC(=O)CCC	True
2-METHYLBUTYL 2-METHYLBUTYRATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(C)COC(=O)C(C)CC	CCC(COC(=O)C(CC)C)C	True
5-METHYLFURFURAL	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CC=C(O1)C=O	Cc1ccc(o1)C=O	True
4-Methoxybenzyl formate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=CC=C(C=C1)COC=O	COc1ccc(cc1)COC=O	True
CYCLOHEXYL PROPIONATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(=O)OC1CCCCC1	CCC(=O)OC1CCCCC1	True
3-Methyl-2-butenal	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=CC=O)C	O=CC=C(C)C	True
4-Ethyl-2-methoxyphenol	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC1=CC(=C(C=C1)O)OC	CCc1ccc(c(c1)OC)O	True
Methyl 2-furoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC(=O)C1=CC=CO1	COC(=O)c1ccco1	True
ETHYL PROPIONATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(=O)OCC	CCOC(=O)CC	True
ETHYL DECANOATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCCC(=O)OCC	CCCCCCCCCC(=O)OCC	True
Prenyl acetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=CCOC(=O)C)C	CC(=O)OCC=C(C)C	True
ALLYL ISOVALERATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)CC(=O)OCC=C	C=CCOC(=O)CC(C)C	True
Linalyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OC(C)(CCC=C(C)C)C=C	C=CC(OC(=O)C(C)C)(CCC=C(C)C)C	True
Hexyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCOC(=O)C(C)C	CCCCCCOC(=O)C(C)C	True
Propyl heptanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCC(=O)OCCC	CCCCCCC(=O)OCCC	True
Hedione	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC1C(CCC1=O)CC(=O)OC	CCCCCC1C(CCC1=O)CC(=O)OC	True
PROPYL ISOBUTYRATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCOC(=O)C(C)C	CCCOC(=O)C(C)C	True
2,3-butanedione	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)C(=O)C	CC(=O)C(=O)C	True
gamma-Heptalactone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC1CCC(=O)O1	CCCC1CCC(=O)O1	True
D,D-Neotame	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)(C)CCN[C@H](CC(=O)O)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)OC	COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)O)NCCC(C)(C)C	True
ETHYL LACTATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)C(C)O	CCOC(=O)C(O)C	True
METHYL 4-METHYLPENTANOATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)CCC(=O)OC	COC(=O)CCC(C)C	True
Geranyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C	C/C(=C\COC(=O)C(C)C)/CCC=C(C)C	True
Phenethyl acetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)OCCC1=CC=CC=C1	CC(=O)OCCc1ccccc1	True
Ethyl pentanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC(=O)OCC	CCCCC(=O)OCC	True
gamma-Caprolactone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC1CCC(=O)O1	CCC1CCC(=O)O1	True
Ethyl 4-methoxybenzoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)C1=CC=C(C=C1)OC	CCOC(=O)c1ccc(cc1)OC	True
28664-35-9	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1C(=C(C(=O)O1)O)C	CC1OC(=O)C(=C1C)O	True
2-(4-methylphenyl)propan-2-ol	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CC=C(C=C1)C(C)(C)O	Cc1ccc(cc1)C(O)(C)C	True
METHYL ISOBUTYRATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OC	COC(=O)C(C)C	True
PROPYL HEXANOATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC(=O)OCCC	CCCCCC(=O)OCCC	True
21835-01-8	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC1=C(C(=O)CC1)O	CCC1=C(O)C(=O)CC1	True
6-Pentyl-2H-pyran-2-one	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC1=CC=CC(=O)O1	CCCCCc1cccc(=O)o1	True
Vanillyl alcohol	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=C(C=CC(=C1)CO)O	COc1cc(CO)ccc1O	True
ISOBUTYL ISOVALERATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)CC(=O)OCC(C)C	CC(COC(=O)CC(C)C)C	True
Estragole	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=CC=C(C=C1)CC=C	COc1ccc(cc1)CC=C	True
2-Ethylbutanal	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(CC)C=O	CCC(C=O)CC	True
Ethyl methyl-p-tolylglycidate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C	CCOC(=O)C1OC1(C)c1ccc(cc1)C	True
Isoamyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OCCC(C)C	CCCC(=O)OCCC(C)C	True
Isobutyl phenylacetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)COC(=O)CC1=CC=CC=C1	CC(COC(=O)Cc1ccccc1)C	True
3,4-Dimethoxybenzaldehyde	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=C(C=C(C=C1)C=O)OC	COc1cc(C=O)ccc1OC	True
Allyl alpha-ionone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C	C=CCCC(=O)/C=C/C1C(=CCCC1(C)C)C	True
ETHYL SORBATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)/C=C/C=C/C	CCOC(=O)/C=C/C=C/C	True
Dihydrojasmone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC1=C(CCC1=O)C	CCCCCC1=C(C)CCC1=O	True
4-Formyl-2-methoxyphenyl acetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)OC1=C(C=C(C=C1)C=O)OC	COc1cc(C=O)ccc1OC(=O)C	True
ISOBUTYL FORMATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)COC=O	O=COCC(C)C	True
Hydroxycitronellal	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(CCCC(C)(C)O)CC=O	O=CCC(CCCC(O)(C)C)C	True
PERILLALDEHYDE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=C)C1CCC(=CC1)C=O	O=CC1=CCC(CC1)C(=C)C	True
Cinnamyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OC/C=C/C1=CC=CC=C1	CC(C(=O)OC/C=C/c1ccccc1)C	True
Ethyl 3-(2-furyl)propionate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)CCC1=CC=CO1	CCOC(=O)CCc1ccco1	True
2705-87-5	Sweet	Fenaroli’s Handbook of Flavor Ingredient	C=CCOC(=O)CCC1CCCCC1	C=CCOC(=O)CCC1CCCCC1	True
L-glutamine	Sweet	Fenaroli’s Handbook of Flavor Ingredient	C(CC(=O)N)[C@@H](C(=O)O)N	NC(=O)CC[C@@H](C(=O)O)N	True
methylglyoxal	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)C=O	O=CC(=O)C	True
1-HEPTEN-3-OL	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC(C=C)O	CCCCC(C=C)O	True
Benzyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OCC1=CC=CC=C1	CCCC(=O)OCc1ccccc1	True
Methyl trans-2-octenoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC/C=C/C(=O)OC	CCCCC/C=C/C(=O)OC	True
Butyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCOC(=O)CCC	CCCCOC(=O)CCC	True
2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC1C(=O)C(=C(O1)C)O	CCC1OC(=C(C1=O)O)C	True
Guaiacyl phenylacetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2	COc1ccccc1OC(=O)Cc1ccccc1	True
PHENYLACETIC ACID	Sweet	Fenaroli’s Handbook of Flavor Ingredient	C1=CC=C(C=C1)CC(=O)O	OC(=O)Cc1ccccc1	True
Benzyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OCC1=CC=CC=C1	CC(C(=O)OCc1ccccc1)C	True
3-Methylbutyl 2-methylbutanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(C)C(=O)OCCC(C)C	CCC(C(=O)OCCC(C)C)C	True
Ethyl methyl sulfide	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCSC	CSCC	True
PENTYL HEXANOATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC(=O)OCCCCC	CCCCCOC(=O)CCCCC	True
3-Ethoxy-4-hydroxybenzaldehyde	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC1=C(C=CC(=C1)C=O)O	CCOc1cc(C=O)ccc1O	True
DIETHYL MALONATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)CC(=O)OCC	CCOC(=O)CC(=O)OCC	True
2-METHYLBUTYL ACETATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(C)COC(=O)C	CCC(COC(=O)C)C	True
Ethyl 3-oxohexanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)CC(=O)OCC	CCCC(=O)CC(=O)OCC	True
Isobutyl hexanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC(=O)OCC(C)C	CCCCCC(=O)OCC(C)C	True
Hexyl phenylacetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCOC(=O)CC1=CC=CC=C1	CCCCCCOC(=O)Cc1ccccc1	True
2-Phenylethyl hexanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCC(=O)OCCC1=CC=CC=C1	CCCCCC(=O)OCCc1ccccc1	True
METHYL PHENYLACETATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC(=O)CC1=CC=CC=C1	COC(=O)Cc1ccccc1	True
Ethyl hex-2-enoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC/C=C/C(=O)OCC	CCC/C=C/C(=O)OCC	True
beta-alanine	Sweet	Fenaroli’s Handbook of Flavor Ingredient	C(CN)C(=O)O	NCCC(=O)O	True
MALTOL	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=C(C(=O)C=CO1)O	O=c1ccoc(c1O)C	True
ISOBUTYL ANTHRANILATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)COC(=O)C1=CC=CC=C1N	CC(COC(=O)c1ccccc1N)C	True
Isopentyl octanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCC(=O)OCCC(C)C	CCCCCCCC(=O)OCCC(C)C	True
4-Methoxyphenylacetone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)CC1=CC=C(C=C1)OC	COc1ccc(cc1)CC(=O)C	True
4-Propylanisole	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC1=CC=C(C=C1)OC	CCCc1ccc(cc1)OC	True
ETHYL PYRUVATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)C(=O)C	CCOC(=O)C(=O)C	True
Geranyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OC/C=C(\C)/CCC=C(C)C	CCCC(=O)OC/C=C(/CCC=C(C)C)\C	True
vanillin	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC1=C(C=CC(=C1)C=O)O	COc1cc(C=O)ccc1O	True
Maltol isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=C(C(=O)C=CO1)OC(=O)C(C)C	O=C(C(C)C)Oc1c(C)occc1=O	True
Buxinol	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC/C(=C\C1=CC=CC=C1)/CO	CCCCC/C(=C\c1ccccc1)/CO	True
LEVULINIC ACID	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)CCC(=O)O	CC(=O)CCC(=O)O	True
D-Limonene	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CC[C@@H](CC1)C(=C)C	CC1=CC[C@@H](CC1)C(=C)C	True
Isobutyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OCC(C)C	CCCC(=O)OCC(C)C	True
2-Phenylethyl octanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCC(=O)OCCC1=CC=CC=C1	CCCCCCCC(=O)OCCc1ccccc1	True
3-Methylcyclopentane-1,2-dione	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1CCC(=O)C1=O	CC1CCC(=O)C1=O	True
cis-3-Hexenyl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC/C=C\CCOC(=O)C(C)C	CC/C=C\CCOC(=O)C(C)C	True
acetoin	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C(=O)C)O	CC(=O)C(O)C	True
Benzyl isovalerate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)CC(=O)OCC1=CC=CC=C1	CC(CC(=O)OCc1ccccc1)C	True
Neryl isobutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C	C/C(=C/COC(=O)C(C)C)/CCC=C(C)C	True
Octyl propionate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCOC(=O)CC	CCCCCCCCOC(=O)CC	True
Isopropyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OC(C)C	CCCC(=O)OC(C)C	True
Butyl pentanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC(=O)OCCCC	CCCCOC(=O)CCCC	True
4-Methoxybenzyl acetate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)OCC1=CC=C(C=C1)OC	COc1ccc(cc1)COC(=O)C	True
2-Pentanone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)C	CCCC(=O)C	True
Ethyl tetradecanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCCCCCCC(=O)OCC	CCCCCCCCCCCCCC(=O)OCC	True
68527-76-4	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC1=C(C=CC(=C1)C2OCC(O2)C)O	CCOc1cc(ccc1O)C1OCC(O1)C	True
Propyl butyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCC(=O)OCCC	CCCOC(=O)CCC	True
NONANOIC ACID	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCC(=O)O	CCCCCCCCC(=O)O	True
Isopropyl 2-methylbutyrate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC(C)C(=O)OC(C)C	CCC(C(=O)OC(C)C)C	True
ETHYL ACETATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCOC(=O)C	CCOC(=O)C	True
Propyl 2-furanacrylate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCOC(=O)/C=C\C1=CC=CO1	CCCOC(=O)/C=C\c1ccco1	True
698-10-2	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCC1C(=C(C(=O)O1)O)C	CCC1OC(=O)C(=C1C)O	True
ISOPROPYL FORMATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(C)OC=O	O=COC(C)C	True
4-Methylphenyl dodecanoate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	CCCCCCCCCCCC(=O)Oc1ccc(cc1)C	True
2,4-HEXADIENAL	Sweet	Fenaroli’s Handbook of Flavor Ingredient	C/C=C/C=C/C=O	C/C=C/C=C/C=O	True
METHYL VALERATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCC(=O)OC	CCCCC(=O)OC	True
delta-Tetradecalactone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCCCCCCC1CCCC(=O)O1	CCCCCCCCCC1CCCC(=O)O1	True
Dihydrocarveol	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1CCC(CC1O)C(=C)C	CC(=C)C1CCC(C(C1)O)C	True
4'-Methylacetophenone	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC1=CC=C(C=C1)C(=O)C	Cc1ccc(cc1)C(=O)C	True
BUTYL ANTHRANILATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CCCCOC(=O)C1=CC=CC=C1N	CCCCOC(=O)c1ccccc1N	True
CYCLOHEXYL ACETATE	Sweet	Fenaroli’s Handbook of Flavor Ingredient	CC(=O)OC1CCCCC1	CC(=O)OC1CCCCC1	True
methyl salicylate	Sweet	Fenaroli’s Handbook of Flavor Ingredient	COC(=O)C1=CC=CC=C1O	COC(=O)c1ccccc1O	True
